US,num_households,mean_income,percent_employed,percent_bachelors,percent_graduate,percent_hoh_married,percent_hh_over65,percent_born_us,percent_broadband
United States,132737146,135271,64.0,36.8,14.7,46.7,32.8,83.5,93.2
